SampleID	Name	Plant_ID	Type	Experiment	Cohort	Harvested	Age	Site	Treatment	Line	Genotype	Block	oldPlate	newPlate	Analysis
M1960P1245	8_C_4.root	8_C_4	root	ecoGH	NA	2011	NA	Duke	PARsoil	silLow3	SIL	b08	p213	M1960	Ecotypes
M1957P965	8_C_5.root	8_C_5	root	ecoGH	NA	2011	NA	Duke	PARsoil	par13A	PAR	b08	p210	M1957	Ecotypes
M1957P954	8_C_6.soil	8_C_6	soil	ecoGH	NA	2011	NA	Duke	PARsoil	soil	soil	b08	p210	M1957	Ecotypes
M1956P846	8_C_7.root	8_C_7	root	ecoGH	NA	2011	NA	Duke	PARsoil	mil32A1	MIL	b08	p209	M1956	Ecotypes
M1956P884	8_D_2.root	8_D_2	root	ecoGH	NA	2011	NA	Duke	PARsoil	mah48A	MAH	b08	p209	M1956	Ecotypes
M1960P1251	8_D_3.root	8_D_3	root	ecoGH	NA	2011	NA	Duke	PARsoil	jam1A	JAM	b08	p213	M1960	Ecotypes
M1958P1104	8_D_4.root	8_D_4	root	ecoGH	NA	2011	NA	Duke	PARsoil	par9A2	PAR	b08	p211	M1958	Ecotypes
M1957P937	8_D_5.root	8_D_5	root	ecoGH	NA	2011	NA	Duke	PARsoil	par9A2	PAR	b08	p210	M1957	Ecotypes
M1959P1129	8_D_6.root	8_D_6	root	ecoGH	NA	2011	NA	Duke	PARsoil	silUpp2B	SIL	b08	p212	M1959	Ecotypes
M1957P941	8_D_7.root	8_D_7	root	ecoGH	NA	2011	NA	Duke	PARsoil	silLow2	SIL	b08	p210	M1957	Ecotypes
M1981P608	9_0058.leaf	9_0058	leaf	ecotypes	2009	2011	2	Mah	field	PAR.8.B1	PAR	9_02	p206	M1981	Ecotypes
M1982P658	9_0058.root	9_0058	root	ecotypes	2009	2011	2	Mah	field	PAR.8.B1	PAR	9_02	p207	M1982	Ecotypes
M1982P676	9_0074.leaf	9_0074	leaf	ecotypes	2009	2011	2	Mah	field	JAM.15.A	JAM	9_02	p207	M1982	Ecotypes
M1982P659	9_0074.root	9_0074	root	ecotypes	2009	2011	2	Mah	field	JAM.15.A	JAM	9_02	p207	M1982	Ecotypes
M1981P644	9_0083.leaf	9_0083	leaf	ecotypes	2009	2011	2	Mah	field	MAH.11.A	MAH	9_02	p206	M1981	Ecotypes
M1980P473	9_0083.root	9_0083	root	ecotypes	2009	2011	2	Mah	field	MAH.11.A	MAH	9_02	p205	M1980	Ecotypes
M1981P580	9_0085.leaf	9_0085	leaf	ecotypes	2009	2011	2	Mah	field	MIL.53.A	MIL	9_02	p206	M1981	Ecotypes
M1982P687	9_0085.root	9_0085	root	ecotypes	2009	2011	2	Mah	field	MIL.53.A	MIL	9_02	p207	M1982	Ecotypes
M1955P798	9_0096.leaf	9_0096	leaf	ecotypes	2009	2012	3	Mah	field	PAR.9.A1	PAR	9_02	p208	M1955	Ecotypes
M1956P901	9_0096.root	9_0096	root	ecotypes	2009	2012	3	Mah	field	PAR.9.A1	PAR	9_02	p209	M1956	Ecotypes
M1982P726	9_0155.leaf	9_0155	leaf	ecotypes	2009	2011	2	Jam	field	MAH.16.A	MAH	9_04	p207	M1982	Ecotypes
M1551P86	9_0155.root	9_0155 	root	ecotypes	2009	2011	2	Jam	field	MAH.16.A	MAH	9_04	p200	M1551	Ecotypes
M1555P252	9_0159.leaf	9_0159	leaf	ecotypes	2009	2012	3	Jam	field	PAR.10.A6	PAR	9_04	p202	M1555	Ecotypes
M1979P457	9_0159.root	9_0159	root	ecotypes	2009	2012	3	Jam	field	PAR.10.A6	PAR	9_04	p204	M1979	Ecotypes
M1980P515	9_0161.leaf	9_0161	leaf	ecotypes	2009	2011	2	Jam	field	SILLow.8	SIL	9_04	p205	M1980	Ecotypes
M1555P223	9_0161.root	9_0161 	root	ecotypes	2009	2011	2	Jam	field	SILLow.8	SIL	9_04	p202	M1555	Ecotypes
M1981P629	9_0169.leaf	9_0169	leaf	ecotypes	2009	2011	2	Jam	field	PAR.21.B2	PAR	9_04	p206	M1981	Ecotypes
M1979P416	9_0169.root	9_0169 	root	ecotypes	2009	2011	2	Jam	field	PAR.21.B2	PAR	9_04	p204	M1979	Ecotypes
M1981P622	9_0171.leaf	9_0171	leaf	ecotypes	2009	2012	3	Jam	field	SILLow.3	SIL	9_04	p206	M1981	Ecotypes
M1959P1135	9_0171.root	9_0171	root	ecotypes	2009	2012	3	Jam	field	SILLow.3	SIL	9_04	p212	M1959	Ecotypes
M1980P551	9_0179.leaf	9_0179	leaf	ecotypes	2009	2011	2	Jam	field	JAM.26.A	JAM	9_04	p205	M1980	Ecotypes
M1554P110	9_0179.root	9_0179 	root	ecotypes	2009	2011	2	Jam	field	JAM.26.A	JAM	9_04	p201	M1554	Ecotypes
M1980P488	9_0191.leaf	9_0191	leaf	ecotypes	2009	2011	2	Jam	field	MIL.21.B2	MIL	9_04	p205	M1980	Ecotypes
M1554P107	9_0191.root	9_0191 	root	ecotypes	2009	2011	2	Jam	field	MIL.21.B2	MIL	9_04	p201	M1554	Ecotypes
M1957P990	9_0195.leaf	9_0195	leaf	ecotypes	2009	2011	2	Sil	field	SILupper.2	SIL	9_05	p210	M1957	Ecotypes
M1551P59	9_0195.root	9_0195 	root	ecotypes	2009	2011	2	Sil	field	SILupper.2	SIL	9_05	p200	M1551	Ecotypes
M1959P1157	9_0197.leaf	9_0197	leaf	ecotypes	2009	2011	2	Sil	field	MAH.11.A	MAH	9_05	p212	M1959	Ecotypes
M1555P200	9_0197.root	9_0197 	root	ecotypes	2009	2011	2	Sil	field	MAH.11.A	MAH	9_05	p202	M1555	Ecotypes
M1959P1118	9_0199.leaf	9_0199	leaf	ecotypes	2009	2011	2	Sil	field	MIL.54.A	MIL	9_05	p212	M1959	Ecotypes
M1555P192	9_0199.root	9_0199 	root	ecotypes	2009	2011	2	Sil	field	MIL.54.A	MIL	9_05	p202	M1555	Ecotypes
M1554P127	9_0200.leaf	9_0200	leaf	ecotypes	2009	2012	3	Sil	field	PAR.10.A6	PAR	9_05	p201	M1554	Ecotypes
M1982P689	9_0200.root	9_0200	root	ecotypes	2009	2012	3	Sil	field	PAR.10.A6	PAR	9_05	p207	M1982	Ecotypes
M1979P406	9_0205.leaf	9_0205	leaf	ecotypes	2009	2012	3	Sil	field	JAM.22.A	JAM	9_05	p204	M1979	Ecotypes
M1960P1216	9_0205.root	9_0205	root	ecotypes	2009	2012	3	Sil	field	JAM.22.A	JAM	9_05	p213	M1960	Ecotypes
M1555P241	9_0209.leaf	9_0209	leaf	ecotypes	2009	2012	3	Sil	field	MAH.48.A	MAH	9_05	p202	M1555	Ecotypes
M1961P1372	9_0209.root	9_0209	root	ecotypes	2009	2012	3	Sil	field	MAH.48.A	MAH	9_05	p214	M1961	Ecotypes
M1551P1	9_0217.leaf	9_0217	leaf	ecotypes	2009	2012	3	Sil	field	JAM.17.A	JAM	9_05	p200	M1551	Ecotypes
M1957P995	9_0217.root	9_0217	root	ecotypes	2009	2012	3	Sil	field	JAM.17.A	JAM	9_05	p210	M1957	Ecotypes
M1978P358	9_0218.leaf	9_0218	leaf	ecotypes	2009	2012	3	Sil	field	MAH.8.A1	MAH	9_05	p203	M1978	Ecotypes
M1960P1269	9_0222.leaf	9_0222	leaf	ecotypes	2009	2011	2	Sil	field	PAR.21.B2	PAR	9_05	p213	M1960	Ecotypes
M1555P199	9_0222.root	9_0222 	root	ecotypes	2009	2011	2	Sil	field	PAR.21.B2	PAR	9_05	p202	M1555	Ecotypes
M1554P177	9_0226.leaf	9_0226	leaf	ecotypes	2009	2012	3	Sil	field	PAR.9.A1	PAR	9_05	p201	M1554	Ecotypes
M1982P652	9_0226.root	9_0226	root	ecotypes	2009	2012	3	Sil	field	PAR.9.A1	PAR	9_05	p207	M1982	Ecotypes
M1690P1386	9_0228.root	9_0228	root	ecotypes	2009	2012	3	Sil	field	MIL.32.A1	MIL	9_05	p215	M1690	Ecotypes
M1977P1701	9_0229.leaf	9_0229	leaf	ecotypes	2009	2012	3	Sil	field	SILLow.3	SIL	9_05	p217	M1977	Ecotypes
M1981P572	9_0229.root	9_0229	root	ecotypes	2009	2012	3	Sil	field	SILLow.3	SIL	9_05	p206	M1981	Ecotypes
M1956P877	9_0240.leaf	9_0240	leaf	ecotypes	2009	2011	2	Sil	field	JAM.40.A	JAM	9_05	p209	M1956	Ecotypes
M1555P270	9_0240.root	9_0240 	root	ecotypes	2009	2011	2	Sil	field	JAM.40.A	JAM	9_05	p202	M1555	Ecotypes
M1980P527	9_0242.root	9_0242	root	ecotypes	2009	2012	3	Sil	field	JAM.22.A	JAM	9_06	p205	M1980	Ecotypes
M1554P176	9_0244.leaf	9_0244	leaf	ecotypes	2009	2012	3	Sil	field	JAM.17.A	JAM	9_06	p201	M1554	Ecotypes
M1955P818	9_0244.root	9_0244	root	ecotypes	2009	2012	3	Sil	field	JAM.17.A	JAM	9_06	p208	M1955	Ecotypes
M1960P1267	9_0255.leaf	9_0255	leaf	ecotypes	2009	2011	2	Sil	field	PAR.17.A1	PAR	9_06	p213	M1960	Ecotypes
M1551P82	9_0255.root	9_0255 	root	ecotypes	2009	2011	2	Sil	field	PAR.17.A1	PAR	9_06	p200	M1551	Ecotypes
M1978P354	9_0256.root	9_0256 	root	ecotypes	2009	2011	2	Sil	field	SILLow.2	SIL	9_06	p203	M1978	Ecotypes
M1956P911	9_0264.leaf	9_0264	leaf	ecotypes	2009	2012	3	Sil	field	MAH.8.A1	MAH	9_06	p209	M1956	Ecotypes
M1980P529	9_0264.root	9_0264	root	ecotypes	2009	2012	3	Sil	field	MAH.8.A1	MAH	9_06	p205	M1980	Ecotypes
M1958P1100	9_0271.leaf	9_0271	leaf	ecotypes	2009	2011	2	Sil	field	MIL.50.A	MIL	9_06	p211	M1958	Ecotypes
M1555P260	9_0271.root	9_0271 	root	ecotypes	2009	2011	2	Sil	field	MIL.50.A	MIL	9_06	p202	M1555	Ecotypes
M1977P1730	9_0272.leaf	9_0272	leaf	ecotypes	2009	2011	2	Sil	field	MAH.11.A	MAH	9_06	p217	M1977	Ecotypes
M1977P1694	9_0272.root	9_0272 	root	ecotypes	2009	2011	2	Sil	field	MAH.11.A	MAH	9_06	p217	M1977	Ecotypes
M1960P1284	9_0280.leaf	9_0280	leaf	ecotypes	2009	2011	2	Sil	field	JAM.16.A	JAM	9_06	p213	M1960	Ecotypes
M1554P166	9_0280.root	9_0280 	root	ecotypes	2009	2011	2	Sil	field	JAM.16.A	JAM	9_06	p201	M1554	Ecotypes
M1979P385	9_0281.leaf	9_0281	leaf	ecotypes	2009	2012	3	Sil	field	MAH.48.A	MAH	9_06	p204	M1979	Ecotypes
M1955P803	9_0281.root	9_0281	root	ecotypes	2009	2012	3	Sil	field	MAH.48.A	MAH	9_06	p208	M1955	Ecotypes
M1551P15	9_0283.leaf	9_0283	leaf	ecotypes	2009	2012	3	Sil	field	SILLow.3	SIL	9_06	p200	M1551	Ecotypes
M1979P459	9_0283.root	9_0283	root	ecotypes	2009	2012	3	Sil	field	SILLow.3	SIL	9_06	p204	M1979	Ecotypes
M1955P781	9_0287.leaf	9_0287	leaf	ecotypes	2009	2012	3	Sil	field	PAR.10.A6	PAR	9_06	p208	M1955	Ecotypes
M1982P731	9_0287.root	9_0287	root	ecotypes	2009	2012	3	Sil	field	PAR.10.A6	PAR	9_06	p207	M1982	Ecotypes
M1980P548	9_0290.leaf	9_0290	leaf	ecotypes	2009	2011	2	Jam	field	SILLow.1	SIL	9_07	p205	M1980	Ecotypes
M1554P135	9_0290.root	9_0290 	root	ecotypes	2009	2011	2	Jam	field	SILLow.1	SIL	9_07	p201	M1554	Ecotypes
M1980P498	9_0292.leaf	9_0292	leaf	ecotypes	2009	2011	2	Jam	field	MAH.16.A	MAH	9_07	p205	M1980	Ecotypes
M1555P243	9_0292.root	9_0292 	root	ecotypes	2009	2011	2	Jam	field	MAH.16.A	MAH	9_07	p202	M1555	Ecotypes
M1957P968	9_0296.leaf	9_0296	leaf	ecotypes	2009	2011	2	Jam	field	PAR.17.A1	PAR	9_07	p210	M1957	Ecotypes
M1982P665	9_0298.leaf	9_0298	leaf	ecotypes	2009	2011	2	Jam	field	PAR.7.B1	PAR	9_07	p207	M1982	Ecotypes
M1978P299	9_0298.root	9_0298 	root	ecotypes	2009	2011	2	Jam	field	PAR.7.B1	PAR	9_07	p203	M1978	Ecotypes
M1955P752	9_0302.leaf	9_0302	leaf	ecotypes	2009	2011	2	Jam	field	JAM.17.A	JAM	9_07	p208	M1955	Ecotypes
M1554P111	9_0302.root	9_0302 	root	ecotypes	2009	2011	2	Jam	field	JAM.17.A	JAM	9_07	p201	M1554	Ecotypes
M1959P1119	9_0304.root	9_0304	root	ecotypes	2009	2012	3	Jam	field	PAR.9.A1	PAR	9_07	p212	M1959	Ecotypes
M1982P733	9_0305.leaf	9_0305	leaf	ecotypes	2009	2011	2	Jam	field	MIL.21.B2	MIL	9_07	p207	M1982	Ecotypes
M1551P57	9_0305.root	9_0305 	root	ecotypes	2009	2011	2	Jam	field	MIL.21.B2	MIL	9_07	p200	M1551	Ecotypes
M1555P264	9_0330.leaf	9_0330	leaf	ecotypes	2009	2012	3	Jam	field	MAH.8.A1	MAH	9_07	p202	M1555	Ecotypes
M1960P1220	9_0330.root	9_0330	root	ecotypes	2009	2012	3	Jam	field	MAH.8.A1	MAH	9_07	p213	M1960	Ecotypes
M1554P100	9_0334.leaf	9_0334	leaf	ecotypes	2009	2012	3	Jam	field	MAH.48.A	MAH	9_07	p201	M1554	Ecotypes
M1956P857	9_0334.root	9_0334	root	ecotypes	2009	2012	3	Jam	field	MAH.48.A	MAH	9_07	p209	M1956	Ecotypes
M1978P333	9_0337.root	9_0337 	root	ecotypes	2009	2011	2	Mil	field	SILLow.5	SIL	9_08	p203	M1978	Ecotypes
M1555P202	9_0360.leaf	9_0360	leaf	ecotypes	2009	2011	2	Mil	field	MAH.8.A1	MAH	9_08	p202	M1555	Ecotypes
M1979P407	9_0360.root	9_0360 	root	ecotypes	2009	2011	2	Mil	field	MAH.8.A1	MAH	9_08	p204	M1979	Ecotypes
M1554P147	9_0377.leaf	9_0377	leaf	ecotypes	2009	2011	2	Mil	field	SILLow.7	SIL	9_08	p201	M1554	Ecotypes
M1978P360	9_0379.leaf	9_0379	leaf	ecotypes	2009	2011	2	Mil	field	SILLow.1	SIL	9_08	p203	M1978	Ecotypes
M1979P389	9_0379.root	9_0379 	root	ecotypes	2009	2011	2	Mil	field	SILLow.1	SIL	9_08	p204	M1979	Ecotypes
M1978P365	9_0384.leaf	9_0384	leaf	ecotypes	2009	2011	2	Mil	field	PAR.13.A	PAR	9_08	p203	M1978	Ecotypes
M1555P227	9_0384.root	9_0384 	root	ecotypes	2009	2011	2	Mil	field	PAR.13.A	PAR	9_08	p202	M1555	Ecotypes
M1554P149	9_0388.leaf	9_0388	leaf	ecotypes	2009	2012	3	Mah	field	MAH.48.A	MAH	9_09	p201	M1554	Ecotypes
M1982P688	9_0388.root	9_0388	root	ecotypes	2009	2012	3	Mah	field	MAH.48.A	MAH	9_09	p207	M1982	Ecotypes
M1555P274	9_0390.leaf	9_0390	leaf	ecotypes	2009	2012	3	Mah	field	JAM.22.A	JAM	9_09	p202	M1555	Ecotypes
M1955P743	9_0393.leaf	9_0393	leaf	ecotypes	2009	2011	2	Mah	field	PAR.13.A	PAR	9_09	p208	M1955	Ecotypes
M1980P482	9_0393.root	9_0393	root	ecotypes	2009	2011	2	Mah	field	PAR.13.A	PAR	9_09	p205	M1980	Ecotypes
M1980P463	9_0398.leaf	9_0398	leaf	ecotypes	2009	2011	2	Mah	field	SILupper.2	SIL	9_09	p205	M1980	Ecotypes
M1982P716	9_0398.root	9_0398	root	ecotypes	2009	2011	2	Mah	field	SILupper.2	SIL	9_09	p207	M1982	Ecotypes
M1980P544	9_0399.root	9_0399	root	ecotypes	2009	2012	3	Mah	field	JAM.17.A	JAM	9_09	p205	M1980	Ecotypes
M1982P704	9_0409.leaf	9_0409	leaf	ecotypes	2009	2011	2	Mah	field	MIL.60.A	MIL	9_09	p207	M1982	Ecotypes
M1980P525	9_0409.root	9_0409	root	ecotypes	2009	2011	2	Mah	field	MIL.60.A	MIL	9_09	p205	M1980	Ecotypes
M1978P335	9_0411.leaf	9_0411	leaf	ecotypes	2009	2012	3	Mah	field	PAR.9.A1	PAR	9_09	p203	M1978	Ecotypes
M1981P602	9_0411.root	9_0411	root	ecotypes	2009	2012	3	Mah	field	PAR.9.A1	PAR	9_09	p206	M1981	Ecotypes
M1982P671	9_0413.leaf	9_0413	leaf	ecotypes	2009	2012	3	Mah	field	PAR.10.A6	PAR	9_09	p207	M1982	Ecotypes
M1982P736	9_0413.root	9_0413	root	ecotypes	2009	2012	3	Mah	field	PAR.10.A6	PAR	9_09	p207	M1982	Ecotypes
M1982P686	9_0425.leaf	9_0425	leaf	ecotypes	2009	2011	2	Mah	field	JAM.1.A	JAM	9_09	p207	M1982	Ecotypes
M1980P474	9_0425.root	9_0425	root	ecotypes	2009	2011	2	Mah	field	JAM.1.A	JAM	9_09	p205	M1980	Ecotypes
M1978P352	9_0428.leaf	9_0428	leaf	ecotypes	2009	2012	3	Mah	field	SILLow.3	SIL	9_09	p203	M1978	Ecotypes
M1981P635	9_0428.root	9_0428	root	ecotypes	2009	2012	3	Mah	field	SILLow.3	SIL	9_09	p206	M1981	Ecotypes
M1980P508	9_0431.leaf	9_0431	leaf	ecotypes	2009	2011	2	Mah	field	MAH.8.A1	MAH	9_09	p205	M1980	Ecotypes
M1955P746	9_0431.root	9_0431	root	ecotypes	2009	2011	2	Mah	field	MAH.8.A1	MAH	9_09	p208	M1955	Ecotypes
M1555P208	9_0482.leaf	9_0482	leaf	ecotypes	2009	2011	2	Mil	field	MAH.38.B	MAH	9_11	p202	M1555	Ecotypes
M1551P62	9_0482.root	9_0482 	root	ecotypes	2009	2011	2	Mil	field	MAH.38.B	MAH	9_11	p200	M1551	Ecotypes
M1979P400	9_0488.leaf	9_0488	leaf	ecotypes	2009	2011	2	Mil	field	JAM.17.A	JAM	9_11	p204	M1979	Ecotypes
M1978P362	9_0488.root	9_0488 	root	ecotypes	2009	2011	2	Mil	field	JAM.17.A	JAM	9_11	p203	M1978	Ecotypes
M1978P325	9_0490.leaf	9_0490	leaf	ecotypes	2009	2011	2	Mil	field	JAM.7.B	JAM	9_11	p203	M1978	Ecotypes
M1982P649	9_0490.root	9_0490	root	ecotypes	2009	2011	2	Mil	field	JAM.7.B	JAM	9_11	p207	M1982	Ecotypes
M1551P3	9_0493.root	9_0493 	root	ecotypes	2009	2011	2	Mil	field	MIL.70.A	MIL	9_11	p200	M1551	Ecotypes
M1982P694	9_0498.root	9_0498	root	ecotypes	2009	2012	3	Mil	field	SILupper.2	SIL	9_11	p207	M1982	Ecotypes
M1978P294	9_0511.leaf	9_0511	leaf	ecotypes	2009	2011	2	Mil	field	PAR.9.A1	PAR	9_11	p203	M1978	Ecotypes
M1978P347	9_0511.root	9_0511 	root	ecotypes	2009	2011	2	Mil	field	PAR.9.A1	PAR	9_11	p203	M1978	Ecotypes
M1955P737	9_0537.leaf	9_0537	leaf	ecotypes	2009	2012	3	Mah	field	PAR.10.A6	PAR	9_12	p208	M1955	Ecotypes
M1981P579	9_0537.root	9_0537	root	ecotypes	2009	2012	3	Mah	field	PAR.10.A6	PAR	9_12	p206	M1981	Ecotypes
M1977P1720	9_0544.leaf	9_0544	leaf	ecotypes	2009	2011	2	Mah	field	PAR.8.B1	PAR	9_12	p217	M1977	Ecotypes
M1977P1718	9_0544.root	9_0544	root	ecotypes	2009	2011	2	Mah	field	PAR.8.B1	PAR	9_12	p217	M1977	Ecotypes
M1981P557	9_0548.leaf	9_0548	leaf	ecotypes	2009	2011	2	Mah	field	JAM.40.A	JAM	9_12	p206	M1981	Ecotypes
M1981P590	9_0548.root	9_0548	root	ecotypes	2009	2011	2	Mah	field	JAM.40.A	JAM	9_12	p206	M1981	Ecotypes
M1980P511	9_0549.leaf	9_0549	leaf	ecotypes	2009	2011	2	Mah	field	SILLow.8	SIL	9_12	p205	M1980	Ecotypes
M1982P697	9_0549.root	9_0549	root	ecotypes	2009	2011	2	Mah	field	SILLow.8	SIL	9_12	p207	M1982	Ecotypes
M1982P674	9_0552.leaf	9_0552	leaf	ecotypes	2009	2011	2	Mah	field	MAH.8.A1	MAH	9_12	p207	M1982	Ecotypes
M1980P517	9_0552.root	9_0552	root	ecotypes	2009	2011	2	Mah	field	MAH.8.A1	MAH	9_12	p205	M1980	Ecotypes
M1977P1700	9_0553.leaf	9_0553	leaf	ecotypes	2009	2012	3	Mah	field	JAM.22.A	JAM	9_12	p217	M1977	Ecotypes
M1958P1101	9_0553.root	9_0553	root	ecotypes	2009	2012	3	Mah	field	JAM.22.A	JAM	9_12	p211	M1958	Ecotypes
M1978P289	9_0562.leaf	9_0562	leaf	ecotypes	2009	2012	3	Mah	field	JAM.17.A	JAM	9_12	p203	M1978	Ecotypes
M1955P787	9_0562.root	9_0562	root	ecotypes	2009	2012	3	Mah	field	JAM.17.A	JAM	9_12	p208	M1955	Ecotypes
M1551P89	9_0568.leaf	9_0568	leaf	ecotypes	2009	2012	3	Mah	field	MIL.32.A1	MIL	9_12	p200	M1551	Ecotypes
M1982P680	9_0568.root	9_0568	root	ecotypes	2009	2012	3	Mah	field	MIL.32.A1	MIL	9_12	p207	M1982	Ecotypes
M1981P642	9_0569.leaf	9_0569	leaf	ecotypes	2009	2011	2	Mah	field	MIL.50.A	MIL	9_12	p206	M1981	Ecotypes
M1981P624	9_0569.root	9_0569	root	ecotypes	2009	2011	2	Mah	field	MIL.50.A	MIL	9_12	p206	M1981	Ecotypes
M1959P1125	9_0573.root	9_0573	root	ecotypes	2009	2012	3	Mah	field	PAR.9.A1	PAR	9_12	p212	M1959	Ecotypes
M1981P583	9_0580.leaf	9_0580	leaf	ecotypes	2009	2011	2	Jam	field	MIL.32.A1	MIL	9_13	p206	M1981	Ecotypes
M1555P235	9_0580.root	9_0580 	root	ecotypes	2009	2011	2	Jam	field	MIL.32.A1	MIL	9_13	p202	M1555	Ecotypes
M1981P603	9_0583.leaf	9_0583	leaf	ecotypes	2009	2011	2	Jam	field	MAH.48.A	MAH	9_13	p206	M1981	Ecotypes
M1978P302	9_0583.root	9_0583 	root	ecotypes	2009	2011	2	Jam	field	MAH.48.A	MAH	9_13	p203	M1978	Ecotypes
M1955P742	9_0588.leaf	9_0588	leaf	ecotypes	2009	2011	2	Jam	field	PAR.21.B2	PAR	9_13	p208	M1955	Ecotypes
M1977P1695	9_0588.root	9_0588 	root	ecotypes	2009	2011	2	Jam	field	PAR.21.B2	PAR	9_13	p217	M1977	Ecotypes
M1982P699	9_0589.leaf	9_0589	leaf	ecotypes	2009	2011	2	Jam	field	JAM.6.A	JAM	9_13	p207	M1982	Ecotypes
M1551P50	9_0589.root	9_0589 	root	ecotypes	2009	2011	2	Jam	field	JAM.6.A	JAM	9_13	p200	M1551	Ecotypes
M1982P666	9_0590.leaf	9_0590	leaf	ecotypes	2009	2011	2	Jam	field	SILupper.2	SIL	9_13	p207	M1982	Ecotypes
M1978P313	9_0590.root	9_0590 	root	ecotypes	2009	2011	2	Jam	field	SILupper.2	SIL	9_13	p203	M1978	Ecotypes
M1978P281	9_0591.leaf	9_0591	leaf	ecotypes	2009	2012	3	Jam	field	SILLow.3	SIL	9_13	p203	M1978	Ecotypes
M1555P209	9_0599.leaf	9_0599	leaf	ecotypes	2009	2012	3	Jam	field	PAR.9.A1	PAR	9_13	p202	M1555	Ecotypes
M1961P1334	9_0599.root	9_0599	root	ecotypes	2009	2012	3	Jam	field	PAR.9.A1	PAR	9_13	p214	M1961	Ecotypes
M1982P721	9_0617.root	9_0617	root	ecotypes	2009	2012	3	Jam	field	MAH.8.A1	MAH	9_13	p207	M1982	Ecotypes
M1979P444	9_0625.leaf	9_0625	leaf	ecotypes	2009	2012	3	Sil	field	PAR.9.A1	PAR	9_14	p204	M1979	Ecotypes
M1958P1076	9_0625.root	9_0625	root	ecotypes	2009	2012	3	Sil	field	PAR.9.A1	PAR	9_14	p211	M1958	Ecotypes
M1551P11	9_0635.leaf	9_0635	leaf	ecotypes	2009	2012	3	Sil	field	JAM.17.A	JAM	9_14	p200	M1551	Ecotypes
M1959P1162	9_0651.leaf	9_0651	leaf	ecotypes	2009	2011	2	Sil	field	JAM.22.A	JAM	9_14	p212	M1959	Ecotypes
M1555P226	9_0651.root	9_0651 	root	ecotypes	2009	2011	2	Sil	field	JAM.22.A	JAM	9_14	p202	M1555	Ecotypes
M1961P1380	9_0659.leaf	9_0659	leaf	ecotypes	2009	2011	2	Sil	field	SILupper.2	SIL	9_14	p214	M1961	Ecotypes
M1551P19	9_0659.root	9_0659 	root	ecotypes	2009	2011	2	Sil	field	SILupper.2	SIL	9_14	p200	M1551	Ecotypes
M1956P898	9_0665.leaf	9_0665	leaf	ecotypes	2009	2011	2	Sil	field	MAH.8.A1	MAH	9_14	p209	M1956	Ecotypes
M1977P1687	9_0665.root	9_0665 	root	ecotypes	2009	2011	2	Sil	field	MAH.8.A1	MAH	9_14	p217	M1977	Ecotypes
M1977P1727	9_0669.leaf	9_0669	leaf	ecotypes	2009	2011	2	Sil	field	PAR.19.B	PAR	9_14	p217	M1977	Ecotypes
M1978P301	9_0669.root	9_0669 	root	ecotypes	2009	2011	2	Sil	field	PAR.19.B	PAR	9_14	p203	M1978	Ecotypes
M1554P123	9_0670.root	9_0670 	root	ecotypes	2009	2011	2	Sil	field	MIL.50.A	MIL	9_14	p201	M1554	Ecotypes
M1979P392	9_0671.leaf	9_0671	leaf	ecotypes	2009	2012	3	Sil	field	SILLow.3	SIL	9_14	p204	M1979	Ecotypes
M1981P568	9_0671.root	9_0671	root	ecotypes	2009	2012	3	Sil	field	SILLow.3	SIL	9_14	p206	M1981	Ecotypes
M1982P695	9_0711.root	9_0711	root	ecotypes	2009	2012	3	Par	field	MAH.5.A	MAH	9_15	p207	M1982	Ecotypes
M1955P748	9_0769.leaf	9_0769	leaf	ecotypes	2009	2011	2	Jam	field	JAM.7.B	JAM	9_17	p208	M1955	Ecotypes
M1554P118	9_0769.root	9_0769 	root	ecotypes	2009	2011	2	Jam	field	JAM.7.B	JAM	9_17	p201	M1554	Ecotypes
M1980P522	9_0775.leaf	9_0775	leaf	ecotypes	2009	2011	2	Jam	field	SILLow.5	SIL	9_17	p205	M1980	Ecotypes
M1551P64	9_0775.root	9_0775 	root	ecotypes	2009	2011	2	Jam	field	SILLow.5	SIL	9_17	p200	M1551	Ecotypes
M1979P372	9_0776.leaf	9_0776	leaf	ecotypes	2009	2012	3	Jam	field	JAM.22.A	JAM	9_17	p204	M1979	Ecotypes
M1992P1573	9_0776.root	9_0776	root	ecotypes	2009	2012	3	Jam	field	JAM.22.A	JAM	9_17	p217	M1992	Ecotypes
M1980P530	9_0781.leaf	9_0781	leaf	ecotypes	2009	2011	2	Jam	field	MIL.54.A	MIL	9_17	p205	M1980	Ecotypes
M1978P341	9_0781.root	9_0781 	root	ecotypes	2009	2011	2	Jam	field	MIL.54.A	MIL	9_17	p203	M1978	Ecotypes
M1555P206	9_0789.leaf	9_0789	leaf	ecotypes	2009	2012	3	Jam	field	PAR.9.A1	PAR	9_17	p202	M1555	Ecotypes
M1979P450	9_0789.root	9_0789	root	ecotypes	2009	2012	3	Jam	field	PAR.9.A1	PAR	9_17	p204	M1979	Ecotypes
M1977P1691	9_0796.root	9_0796 	root	ecotypes	2009	2011	2	Jam	field	MAH.5.A	MAH	9_17	p217	M1977	Ecotypes
M1979P432	9_0798.leaf	9_0798	leaf	ecotypes	2009	2012	3	Jam	field	JAM.17.A	JAM	9_17	p204	M1979	Ecotypes
